TRN_OP_DATE,STA_CODE,GATE_IN_COMING_CNT,GATE_OUT_GOING_CNT
20250416,3432,76,66
20250416,3433,5,9
20250416,3434,34,30
20250416,3435,33,44
20250416,3436,89,91
20250416,3450,724,766
20250416,3460,185,223
20250416,3470,4574,4504
20250416,3480,1655,1644
20250416,3490,164,159
20250416,4050,1639,1635
20250416,4060,1626,1737
20250416,4070,794,797
20250416,4080,8839,8825
20250416,4090,657,621
20250416,4100,186,193
20250416,4110,602,561
20250416,4120,4929,5148
20250416,4130,936,913
20250416,4140,523,542
20250416,4150,1217,1237
20250416,4160,208,210
20250416,4170,3617,3614
20250416,4180,1665,1525
20250416,4190,2184,2213
20250416,4200,2855,2837
20250416,4210,4139,4022
20250416,4220,21050,21429
20250416,4250,1384,1340
20250416,4260,732,750
20250416,4270,348,330
20250416,4271,612,603
20250416,4272,2237,2091
20250416,4290,1229,1296
20250416,4300,1789,1863
20250416,4310,2574,2707
20250416,4320,1243,1360
20250416,4330,2307,2221
20250416,4340,10236,10333
20250416,4350,914,804
20250416,4360,1031,1116
20250416,4370,1652,1646
20250416,4380,470,538
20250416,4390,633,778
20250416,4400,13091,12764
20250416,4410,994,1018
20250416,4420,1984,1887
20250416,4430,1574,1473
20250416,4440,5282,5460
20250416,4450,698,722
20250416,4460,1320,1257
20250416,4470,179,188
20250416,5000,9828,9774
20250416,5010,324,314
20250416,5020,206,208
20250416,5030,952,965
20250416,5040,314,319
20250416,5050,3770,3761
20250416,5060,240,202
20250416,5070,616,618
20250416,5080,48,40
20250416,5090,561,533
20250416,5100,190,177
20250416,5110,65,170
20250416,5120,1017,973
20250416,5130,104,1
20250416,5160,4,2
20250416,5190,266,253
20250416,5200,20,26
20250416,5210,700,659
20250416,5220,137,142
20250416,5230,743,682
20250416,5240,14,8
20250416,6000,4150,3857
20250416,6010,8,3
20250416,6020,208,161
20250416,6030,64,68
20250416,6040,12,9
20250416,6050,585,530
20250416,6060,7,14
20250416,6070,506,502
20250416,6080,159,140
20250416,6090,10,9
20250416,6100,12,10
20250416,6110,1210,1138
20250416,6120,3,19
20250416,6130,629,494
20250416,6140,38,45
20250416,6150,34,35
20250416,6160,461,420
20250416,6170,46,47
20250416,6180,362,326
20250416,6190,27,25
20250416,6200,10,10
20250416,6210,61,48
20250416,6220,332,348
20250416,6230,14,24
20250416,6240,294,240
20250416,6250,584,618
20250416,7000,8291,8149
20250416,7010,164,184
20250416,7020,52,24
20250416,7030,341,417
20250416,7040,23,10
20250416,7050,54,53
20250416,7060,771,799
20250416,7070,10,11
20250416,7080,22,44
20250416,7090,882,869
20250416,7100,174,183
20250416,7110,12,19
20250416,7120,513,564
20250416,7130,773,882
20250416,7150,575,581
20250416,7160,4594,4373
20250416,7170,40,48
20250416,7180,150,137
20250416,7190,3971,3762
20250416,7200,144,119
20250416,7210,1603,1872
20250416,7220,132,110
20250416,7230,1147,1177
20250416,7240,179,141
20250416,7250,168,90
20250416,7260,222,220
20250416,7270,163,118
20250416,7280,39,36
20250416,7290,1005,1074
20250416,7300,181,201
20250416,7310,1009,1010
20250416,7320,249,358
20250416,7330,317,266
20250416,7331,30,29
20250416,7332,1355,1525
20250416,7333,20,22
20250416,7334,18,16
20250416,7335,220,174
20250416,7336,528,314
20250416,7350,872,949
20250416,7360,5869,6082
20250416,7361,57,64
20250416,7362,318,355
20250416,7380,886,890
20250416,7390,642,684
20250417,0900,10053,9261
20250417,0910,1616,1758
20250417,0920,2907,2520
20250417,0930,7342,7448
20250417,0940,3046,3098
20250417,0950,2866,2276
20250417,0960,12208,12804
20250417,0970,14751,15028
20250417,0980,18095,19174
20250417,0990,21413,21574
20250417,1000,63333,61202
20250417,1010,5587,5527
20250417,1020,24608,24640
20250417,1030,4062,3903
20250417,1040,15132,15475
20250417,1050,1586,1563
20250417,1060,1990,1928
20250417,1070,9348,9405
20250417,1075,2143,2268
20250417,1080,27279,28210
20250417,1090,11246,10874
20250417,1100,22985,23479
20250417,1110,6516,6398
20250417,1120,5565,5273
20250417,1130,1802,1852
20250417,1140,431,416
20250417,1150,1177,1169
20250417,1160,3701,3861
20250417,1170,5729,5691
20250417,1180,6628,6623
20250417,1190,3501,3537
20250417,1191,366,373
20250417,1192,2207,2146
20250417,1193,842,841
20250417,1194,3872,3933
20250417,1201,95,85
20250417,1202,209,199
20250417,1203,641,626
20250417,1204,146,127
20250417,1205,37,42
20250417,1206,41,102
20250417,1207,4,22
20250417,1208,335,291
20250417,1210,18948,18971
20250417,1220,1813,1616
20250417,1230,769,743
20250417,1240,378,386
20250417,1250,9253,9423
20250417,2110,64,62
20250417,2120,86,103
20250417,2130,1392,1403
20250417,2140,29,24
20250417,2150,1528,1564
20250417,2160,89,73
20250417,2170,799,837
20250417,2180,1618,1617
20250417,2190,296,306
20250417,2200,2962,2947
20250417,2210,97,96
20250417,2220,1259,1298
20250417,2230,2633,2498
20250417,2240,482,492
20250417,2250,785,915
20250417,2260,1240,241
20250417,3140,387,403
20250417,3150,926,940
20250417,3160,5920,5735
20250417,3170,180,152
20250417,3180,820,844
20250417,3190,717,776
20250417,3210,457,438
20250417,3220,2511,2519
20250417,3230,6827,7390
20250417,3240,1066,1044
20250417,3250,2382,2397
20250417,3260,740,804
20250417,3270,3012,2955
20250417,3280,2140,2094
20250417,3290,1446,1426
20250417,3300,20013,19539
20250417,3310,1978,2006
20250417,3320,3506,3187
20250417,3330,578,595
20250417,3340,6807,6516
20250417,3350,722,1644
20250417,3360,11807,12251
20250417,3370,1063,1210
20250417,3380,788,817
20250417,3390,7078,7412
20250417,3400,531,552
20250417,3410,1175,1243
20250417,3420,2224,2389
20250417,3430,1221,1271
20250417,3431,208,175
20250417,3432,81,79
20250417,3433,5,5
20250417,3434,40,36
20250417,3435,34,56
20250417,3436,41,43
20250417,3450,770,833
20250417,3460,197,215
20250417,3470,4859,4778
20250417,3480,1660,1816
20250417,3490,118,110
20250417,4050,1748,1616
20250417,4060,2079,1646
20250417,4070,762,806
20250417,4080,9112,9104
20250417,4090,585,619
20250417,4100,204,197
20250417,4110,589,604
20250417,4120,5069,5258
20250417,4130,640,651
20250417,4140,603,601
20250417,4150,1248,1279
20250417,4160,219,201
20250417,4170,3574,3676
20250417,4180,1707,1543
20250417,4190,2201,2178
20250417,4200,2879,2907
20250417,4210,4745,4155
20250417,4220,22469,23118
20250417,4250,1735,1438
20250417,4260,847,803
20250417,4270,361,352
20250417,4271,756,621
20250417,4272,2419,2528
20250417,4290,2367,2095
20250417,4300,1791,1798
20250417,4310,2698,3098
20250417,4320,1335,1463
20250417,4330,2462,2295
20250417,4340,10801,11290
20250417,4350,886,817
20250417,4360,988,1032
20250417,4370,1626,1633
20250417,4380,520,553
20250417,4390,661,717
20250417,4400,13397,13427
20250417,4410,993,984
20250417,4420,2025,1955
20250417,4430,1632,1542
20250417,4440,5344,5503
20250417,4450,698,725
20250417,4460,1262,1296
20250417,4470,222,208
20250417,5000,10402,9945
20250417,5010,337,338
20250417,5020,227,206
20250417,5030,953,969
20250417,5040,361,371
20250417,5050,3736,3778
20250417,5060,225,205
20250417,5070,587,595
20250417,5080,46,38
20250417,5090,519,516
20250417,5100,192,207
20250417,5110,70,94
20250417,5120,1257,956
20250417,5130,25,0
20250417,5160,0,3
20250417,5190,207,194
20250417,5200,13,18
20250417,5210,681,692
20250417,5220,150,162
20250417,5230,848,605
20250417,5240,20,16
20250417,6000,4407,4605
20250417,6010,9,11
20250417,6020,193,160
20250417,6030,56,64
20250417,6040,15,13
20250417,6050,605,572
20250417,6060,6,14
20250417,6070,601,608
20250417,6080,141,194
20250417,6090,18,14
20250417,6100,9,10
20250417,6110,1354,1206
20250417,6120,10,9
20250417,6130,478,706
20250417,6140,27,33
20250417,6150,4,8
20250417,6160,494,518
20250417,6170,60,53
20250417,6180,340,327
20250417,6190,28,31
20250417,6200,16,12
20250417,6210,56,56
20250417,6220,345,384
20250417,6230,17,18
20250417,6240,484,236
20250417,6250,555,588
20250417,7000,9450,9294
20250417,7010,166,163
20250417,7020,14,19
20250417,7030,350,339
20250417,7040,22,21
20250417,7050,43,57
20250417,7060,725,769
20250417,7070,9,10
20250417,7080,12,12
20250417,7090,856,994
20250417,7100,191,198
20250417,7110,12,12
20250417,7120,539,584
20250417,7130,718,768
20250417,7150,558,569
20250417,7160,4696,4403
20250417,7170,41,44
20250417,7180,155,154
20250417,7190,4150,3959
20250417,7200,124,111
20250417,7210,1766,1992
20250417,7220,104,102
20250417,7230,1164,1312
20250417,7240,91,86
20250417,7250,92,106
20250417,7260,219,214
20250417,7270,148,118
20250417,7280,32,51
20250417,7290,1033,1009
20250417,7300,161,169
20250417,7310,889,923
20250417,7320,193,273
20250417,7330,167,173
20250417,7331,27,11
20250417,7332,1476,1383
20250417,7333,14,14
20250417,7334,25,25
20250417,7335,193,225
20250417,7336,335,295
20250417,7350,636,659
20250417,7360,5775,6107
20250417,7361,66,73
20250417,7362,217,244
20250417,7380,908,918
20250417,7390,614,631
20250418,0900,11328,10951
20250418,0910,1681,1848
20250418,0920,2714,2551
20250418,0930,7743,7977
20250418,0940,3141,3167
20250418,0950,2934,2353
20250418,0960,12867,13254
20250418,0970,15540,15432
20250418,0980,19989,21292
20250418,0990,22837,23078
20250418,1000,77256,71392
20250418,1010,6080,6095
20250418,1020,29598,30019
20250418,1030,4580,4193
20250418,1040,17024,17443
20250418,1050,1689,1661
20250418,1060,1982,1937
20250418,1070,9980,9895
20250418,1075,2380,2499
20250418,1080,31355,33040
20250418,1090,12872,12032
20250418,1100,29216,27766
20250418,1110,7117,7114
20250418,1120,6412,6198
20250418,1130,2050,2115
20250418,1140,437,461
20250418,1150,1268,1269
20250418,1160,4261,4448
20250418,1170,6916,6617
20250418,1180,7560,7887
20250418,1190,3924,3992
20250418,1191,416,402
20250418,1192,3314,2665
20250418,1193,1394,1057
20250418,1194,5088,5802
20250418,1201,94,94
20250418,1202,282,237
20250418,1203,679,754
20250418,1204,121,128
20250418,1205,44,61
20250418,1206,25,27
20250418,1207,14,72
20250418,1208,366,429
20250418,1210,25758,23978
20250418,1220,2015,1765
20250418,1230,810,850
20250418,1240,354,380
20250418,1250,11062,12065
20250418,2110,67,66
20250418,2120,76,109
20250418,2130,2687,1468
20250418,2140,45,36
20250418,2150,1421,1458
20250418,2160,78,78
20250418,2170,898,1065
20250418,2180,1889,2132
20250418,2190,348,420
20250418,2200,3448,4018
20250418,2210,89,145
20250418,2220,1503,2121
20250418,2230,4165,3654
20250418,2240,573,745
20250418,2250,808,949
20250418,2260,848,292
20250418,3140,460,488
20250418,3150,1411,1329
20250418,3160,7849,7522
20250418,3170,270,189
20250418,3180,926,1115
20250418,3190,779,911
20250418,3210,442,575
20250418,3220,2864,2802
20250418,3230,9137,10985
20250418,3240,1250,1266
20250418,3250,2837,3101
20250418,3260,857,1013
20250418,3270,3451,3743
20250418,3280,2640,2769
20250418,3290,1903,1900
20250418,3300,31595,28958
20250418,3310,2515,2457
20250418,3320,4796,3837
20250418,3330,659,798
20250418,3340,12285,9028
20250418,3350,786,1305
20250418,3360,15347,17750
20250418,3370,1203,1720
20250418,3380,896,1062
20250418,3390,8499,11187
20250418,3400,567,814
20250418,3410,1248,1598
20250418,3420,2557,3594
20250418,3430,1261,1524
20250418,3431,157,166
20250418,3432,85,182
20250418,3433,2,1
20250418,3434,30,49
20250418,3435,44,61
20250418,3436,58,69
20250418,3450,849,1262
20250418,3460,230,298
20250418,3470,7545,7611
20250418,3480,2787,3149
20250418,3490,150,181
20250418,4050,2663,1988
20250418,4060,3312,2508
20250418,4070,834,977
20250418,4080,12979,14524
20250418,4090,796,944
20250418,4100,238,361
20250418,4110,633,726
20250418,4120,6450,7567
20250418,4130,1472,952
20250418,4140,613,720
20250418,4150,1622,1488
20250418,4160,240,224
20250418,4170,4673,4853
20250418,4180,2104,1696
20250418,4190,2886,2672
20250418,4200,4352,3828
20250418,4210,5843,4571
20250418,4220,32201,32897
20250418,4250,2745,1794
20250418,4260,1030,1032
20250418,4270,511,444
20250418,4271,1146,675
20250418,4272,4053,4246
20250418,4290,4035,2493
20250418,4300,2087,2193
20250418,4310,3971,4236
20250418,4320,1761,1782
20250418,4330,3491,2820
20250418,4340,16655,16137
20250418,4350,1038,1071
20250418,4360,1130,1263
20250418,4370,1766,1845
20250418,4380,641,646
20250418,4390,754,849
20250418,4400,18056,18270
20250418,4410,1129,1108
20250418,4420,2435,2332
20250418,4430,1808,1893
20250418,4440,7681,7334
20250418,4450,796,855
20250418,4460,1585,1639
20250418,4470,215,213
20250418,5000,13458,13477
20250418,5010,437,349
20250418,5020,254,267
20250418,5030,1197,1204
20250418,5040,359,357
20250418,5050,4395,5404
20250418,5060,258,223
20250418,5070,753,721
20250418,5080,48,41
20250418,5090,586,778
20250418,5100,226,255
20250418,5110,83,239
20250418,5120,1213,1576
20250418,5130,155,3
20250418,5160,5,4
20250418,5190,249,284
20250418,5200,14,21
20250418,5210,569,585
20250418,5220,172,177
20250418,5230,950,727
20250418,5240,23,15
20250418,6000,6749,7189
20250418,6010,4,5
20250418,6020,209,278
20250418,6030,64,64
20250418,6040,9,9
20250418,6050,780,769
20250418,6060,18,18
20250418,6070,761,777
20250418,6080,290,238
20250418,6090,12,6
20250418,6100,15,16
20250418,6110,1811,2015
20250418,6120,17,14
20250418,6130,684,1131
20250418,6140,24,58
20250418,6150,4,15
20250418,6160,559,741
20250418,6170,36,71
20250418,6180,452,602
20250418,6190,22,41
20250418,6200,12,10
20250418,6210,69,52
20250418,6220,557,458
20250418,6230,13,15
20250418,6240,831,330
20250418,6250,673,866
20250418,7000,14181,16093
20250418,7010,157,170
20250418,7020,12,46
20250418,7030,487,445
20250418,7040,19,18
20250418,7050,50,54
20250418,7060,768,784
20250418,7070,6,6
20250418,7080,14,15
20250418,7090,777,867
20250418,7100,166,197
20250418,7110,13,10
20250418,7120,547,525
20250418,7130,1283,985
20250418,7150,541,635
20250418,7160,5888,5930
20250418,7170,40,42
20250418,7180,208,198
20250418,7190,5194,4791
20250418,7200,133,133
20250418,7210,1955,2221
20250418,7220,135,140
20250418,7230,1340,1519
20250418,7240,144,105
20250418,7250,76,94
20250418,7260,244,270
20250418,7270,199,140
20250418,7280,40,23
20250418,7290,1037,1160
20250418,7300,178,326
20250418,7310,1010,967
20250418,7320,204,404
20250418,7330,182,103
20250418,7331,8,4
20250418,7332,1347,1303
20250418,7333,19,66
20250418,7334,32,32
20250418,7335,229,184
20250418,7336,246,237
20250418,7350,780,722
20250418,7360,6053,6120
20250418,7361,45,47
20250418,7362,138,194
20250418,7380,869,884
20250418,7390,657,660
20250419,0900,12858,12509
20250419,0910,1417,1630
20250419,0920,2509,2228
20250419,0930,6592,6426
20250419,0940,2430,2427
20250419,0950,2300,1955
20250419,0960,11291,11310
20250419,0970,7612,7447
20250419,0980,15859,16336
20250419,0990,17578,16320
20250419,1000,77134,73745
20250419,1010,5639,5580
20250419,1020,29487,29259
20250419,1030,3711,3417
20250419,1040,16519,15777
20250419,1050,1540,1451
20250419,1060,1879,1790
20250419,1070,10094,9738
20250419,1075,2433,2531
20250419,1080,31593,33173
20250419,1090,10285,10034
20250419,1100,28793,29734
20250419,1110,6409,6293
20250419,1120,5506,5296
20250419,1130,2222,2175
20250419,1140,333,335
20250419,1150,1075,1043
20250419,1160,4173,4186
20250419,1170,6375,6251
20250419,1180,5852,5870
20250419,1190,2723,2641
20250419,1191,389,370
20250419,1192,2392,2082
20250419,1193,1407,1228
20250419,1194,4336,4359
20250419,1201,157,165
20250419,1202,279,221
20250419,1203,1698,1702
20250419,1204,236,249
20250419,1205,76,88
20250419,1206,256,223
20250419,1207,81,106
20250419,1208,2121,2156
20250419,1210,27588,27561
20250419,1220,1391,1190
20250419,1230,705,616
20250419,1240,396,392
20250419,1250,10317,10490
20250419,2110,81,78
20250419,2120,63,74
20250419,2130,986,1069
20250419,2140,38,39
20250419,2150,3043,3072
20250419,2160,111,104
20250419,2170,1087,1137
20250419,2180,1646,1863
20250419,2190,492,450
20250419,2200,4819,5059
20250419,2210,99,112
20250419,2220,2013,2013
20250419,2230,3902,3662
20250419,2240,717,641
20250419,2250,1008,909
20250419,2260,2154,404
20250419,3140,442,431
20250419,3150,1312,1375
20250419,3160,5729,6028
20250419,3170,131,141
20250419,3180,1174,1137
20250419,3190,966,1150
20250419,3210,634,689
20250419,3220,2645,2506
20250419,3230,10349,10563
20250419,3240,1218,1138
20250419,3250,3303,3100
20250419,3260,889,845
20250419,3270,3529,3403
20250419,3280,3010,2907
20250419,3290,1972,1855
20250419,3300,37138,38449
20250419,3310,2962,2886
20250419,3320,3920,3502
20250419,3330,981,974
20250419,3340,12315,11024
20250419,3350,897,2591
20250419,3360,17993,18250
20250419,3370,1683,1762
20250419,3380,1099,1170
20250419,3390,9580,10173
20250419,3400,614,707
20250419,3410,1244,1431
20250419,3420,2772,2931
20250419,3430,1655,1676
20250419,3431,252,422
20250419,3432,338,220
20250419,3433,6,2
20250419,3434,112,151
20250419,3435,58,82
20250419,3436,150,134
20250419,3450,889,993
20250419,3460,257,268
20250419,3470,7269,7400
20250419,3480,2603,2710
20250419,3490,165,156
20250419,4050,1874,1771
20250419,4060,2564,2510
20250419,4070,711,728
20250419,4080,13548,14202
20250419,4090,798,782
20250419,4100,174,238
20250419,4110,555,627
20250419,4120,5697,5830
20250419,4130,565,542
20250419,4140,547,547
20250419,4150,1977,1796
20250419,4160,195,168
20250419,4170,3782,3293
20250419,4180,1213,897
20250419,4190,2472,2198
20250419,4200,3923,3485
20250419,4210,3847,3294
20250419,4220,32927,32608
20250419,4250,1693,1673
20250419,4260,946,847
20250419,4270,391,386
20250419,4271,800,776
20250419,4272,4096,4170
20250419,4290,1266,1206
20250419,4300,1762,1802
20250419,4310,3811,3898
20250419,4320,1395,1426
20250419,4330,2655,2454
20250419,4340,15365,15316
20250419,4350,917,1017
20250419,4360,1091,1093
20250419,4370,1484,1536
20250419,4380,682,760
20250419,4390,740,712
20250419,4400,19885,20589
20250419,4410,1064,961
20250419,4420,1836,1860
20250419,4430,1426,1388
20250419,4440,6986,6194
20250419,4450,735,708
20250419,4460,1542,1511
20250419,4470,152,149
20250419,5000,12527,12899
20250419,5010,306,282
20250419,5020,256,275
20250419,5030,1106,1096
20250419,5040,433,484
20250419,5050,4537,4793
20250419,5060,127,114
20250419,5070,533,572
20250419,5080,23,48
20250419,5090,555,666
20250419,5100,150,162
20250419,5110,85,103
20250419,5120,1338,1472
20250419,5130,25,3
20250419,5160,1,5
20250419,5190,217,215
20250419,5200,19,32
20250419,5210,690,749
20250419,5220,179,220
20250419,5230,716,934
20250419,5240,29,37
20250419,6000,5649,6481
20250419,6010,10,10
20250419,6020,167,227
20250419,6030,24,19
20250419,6040,5,3
20250419,6050,569,650
20250419,6060,8,6
20250419,6070,866,962
20250419,6080,135,211
20250419,6090,9,10
20250419,6100,8,11
20250419,6110,1497,1658
20250419,6120,12,18
20250419,6130,863,1360
20250419,6140,37,39
20250419,6150,3,7
20250419,6160,487,712
20250419,6170,34,40
20250419,6180,501,473
20250419,6190,28,25
20250419,6200,49,28
20250419,6210,49,49
20250419,6220,375,421
20250419,6230,7,10
20250419,6240,497,327
20250419,6250,643,605
20250419,7000,14481,14165
20250419,7010,114,143
20250419,7020,9,13
20250419,7030,292,395
20250419,7040,24,18
20250419,7050,35,41
20250419,7060,460,442
20250419,7070,9,8
20250419,7080,9,9
20250419,7090,782,715
20250419,7100,196,197
20250419,7110,11,15
20250419,7120,489,651
20250419,7130,792,853
20250419,7150,943,894
20250419,7160,6022,6556
20250419,7170,72,51
20250419,7180,192,196
20250419,7190,5624,5873
20250419,7200,143,130
20250419,7210,2502,3174
20250419,7220,111,104
20250419,7230,1357,1684
20250419,7240,229,259
20250419,7250,117,159
20250419,7260,382,396
20250419,7270,392,260
20250419,7280,92,49
20250419,7290,2337,2807
20250419,7300,220,302
20250419,7310,1030,1220
20250419,7320,356,503
20250419,7330,312,295
20250419,7331,31,11
20250419,7332,2056,1955
20250419,7333,88,147
20250419,7334,83,91
20250419,7335,606,549
20250419,7336,600,666
20250419,7350,1489,1474
20250419,7360,6477,7389
20250419,7361,169,230
20250419,7362,407,481
20250419,7380,792,806
20250419,7390,603,600
20250420,0900,11251,10595
20250420,0910,1265,1469
20250420,0920,1897,1794
20250420,0930,5485,5407
20250420,0940,1955,1934
20250420,0950,1771,1559
20250420,0960,9009,9471
20250420,0970,5968,6274
20250420,0980,13641,14237
20250420,0990,14877,15615
20250420,1000,65838,68558
20250420,1010,4611,4734
20250420,1020,27218,27912
20250420,1030,3167,3266
20250420,1040,14247,14882
20250420,1050,1200,1184
20250420,1060,1553,1508
20250420,1070,8111,8299
20250420,1075,1959,1910
20250420,1080,30378,29973
20250420,1090,8739,9273
20250420,1100,29695,31221
20250420,1110,5491,5437
20250420,1120,4846,4969
20250420,1130,2189,2111
20250420,1140,277,255
20250420,1150,898,968
20250420,1160,4048,4084
20250420,1170,6781,7725
20250420,1180,5426,5692
20250420,1190,1963,2277
20250420,1191,284,355
20250420,1192,1580,2649
20250420,1193,713,1236
20250420,1194,5151,3350
20250420,1201,58,58
20250420,1202,236,135
20250420,1203,714,671
20250420,1204,159,162
20250420,1205,55,42
20250420,1206,139,87
20250420,1207,8,65
20250420,1208,749,798
20250420,1210,25486,26825
20250420,1220,1147,1326
20250420,1230,594,561
20250420,1240,269,299
20250420,1250,10754,10282
20250420,2110,72,53
20250420,2120,98,85
20250420,2130,1181,1882
20250420,2140,37,33
20250420,2150,3933,3878
20250420,2160,91,80
20250420,2170,1230,986
20250420,2180,1993,1608
20250420,2190,511,480
20250420,2200,5726,5002
20250420,2210,135,98
20250420,2220,2165,1818
20250420,2230,4470,4815
20250420,2240,840,755
20250420,2250,928,848
20250420,2260,1983,394
20250420,3140,461,406
20250420,3150,1483,1229
20250420,3160,6006,6059
20250420,3170,129,160
20250420,3180,1316,1151
20250420,3190,1054,912
20250420,3210,765,640
20250420,3220,2665,3043
20250420,3230,11880,10735
20250420,3240,1118,1047
20250420,3250,3650,3642
20250420,3260,855,802
20250420,3270,3327,3066
20250420,3280,3246,3270
20250420,3290,1868,2008
20250420,3300,42165,41493
20250420,3310,2142,2430
20250420,3320,3099,3629
20250420,3330,977,1109
20250420,3340,12078,12931
20250420,3350,787,2488
20250420,3360,19224,18414
20250420,3370,1695,1477
20250420,3380,1107,1029
20250420,3390,10076,8226
20250420,3400,843,588
20250420,3410,1375,1081
20250420,3420,3340,2463
20250420,3430,1622,1417
20250420,3431,262,300
20250420,3432,310,148
20250420,3433,4,9
20250420,3434,131,125
20250420,3435,78,115
20250420,3436,209,179
20250420,3450,1293,931
20250420,3460,364,302
20250420,3470,8396,8111
20250420,3480,3299,2674
20250420,3490,215,152
20250420,4050,1877,2468
20250420,4060,2602,3227
20250420,4070,712,654
20250420,4080,15794,14022
20250420,4090,958,802
20250420,4100,347,216
20250420,4110,647,520
20250420,4120,6368,5149
20250420,4130,518,847
20250420,4140,602,476
20250420,4150,1849,1885
20250420,4160,149,154
20250420,4170,3597,3573
20250420,4180,904,1235
20250420,4190,2417,2697
20250420,4200,3716,4146
20250420,4210,2941,4002
20250420,4220,36207,34336
20250420,4250,1757,2480
20250420,4260,1017,1162
20250420,4270,485,496
20250420,4271,809,1122
20250420,4272,4451,4777
20250420,4290,1211,1974
20250420,4300,1758,1836
20250420,4310,4266,4957
20250420,4320,1327,1728
20250420,4330,2510,3016
20250420,4340,16677,16958
20250420,4350,919,1029
20250420,4360,1084,1037
20250420,4370,1297,1435
20250420,4380,737,811
20250420,4390,624,658
20250420,4400,20733,19390
20250420,4410,1034,1003
20250420,4420,1587,1764
20250420,4430,1399,1312
20250420,4440,6890,7935
20250420,4450,785,725
20250420,4460,1439,1433
20250420,4470,135,144
20250420,5000,13149,13184
20250420,5010,227,261
20250420,5020,250,205
20250420,5030,1113,1078
20250420,5040,429,415
20250420,5050,5311,4588
20250420,5060,82,54
20250420,5070,625,584
20250420,5080,36,25
20250420,5090,725,579
20250420,5100,231,166
20250420,5110,90,281
20250420,5120,1898,1624
20250420,5130,180,2
20250420,5140,3,4
20250420,5160,13,29
20250420,5190,297,253
20250420,5200,44,25
20250420,5210,772,703
20250420,5220,313,247
20250420,5230,803,1088
20250420,5240,29,34
20250420,6000,7763,7389
20250420,6010,7,4
20250420,6020,240,274
20250420,6030,22,18
20250420,6040,5,3
20250420,6050,628,676
20250420,6060,14,6
20250420,6070,908,677
20250420,6080,216,167
20250420,6090,11,15
20250420,6100,10,6
20250420,6110,1829,1513
20250420,6120,17,22
20250420,6130,1097,787
20250420,6140,47,23
20250420,6150,11,8
20250420,6160,1370,539
20250420,6170,49,26
20250420,6180,461,360
20250420,6190,24,10
20250420,6200,46,31
20250420,6210,33,33
20250420,6220,466,383
20250420,6230,10,5
20250420,6240,294,761
20250420,6250,641,656
20250420,7000,15980,15663
20250420,7010,100,159
20250420,7020,9,11
20250420,7030,400,382
20250420,7040,18,17
20250420,7050,21,24
20250420,7060,314,328
20250420,7070,13,8
20250420,7080,10,13
20250420,7090,606,452
20250420,7100,149,131
20250420,7110,9,11
20250420,7120,483,509
20250420,7130,828,849
20250420,7150,555,547
20250420,7160,6068,5338
20250420,7170,39,31
20250420,7180,111,108
20250420,7190,5232,5281
20250420,7200,128,136
20250420,7210,2604,2231
20250420,7220,68,64
20250420,7230,1713,1306
20250420,7240,274,218
20250420,7250,155,170
20250420,7260,411,269
20250420,7270,349,209
20250420,7280,937,939
20250420,7290,7383,6889
20250420,7300,1504,2346
20250420,7310,2399,2317
20250420,7320,1455,1684
20250420,7330,335,218
20250420,7331,17,14
20250420,7332,1864,1654
20250420,7333,27,28
20250420,7334,39,39
20250420,7335,412,389
20250420,7336,437,466
20250420,7350,1398,1375
20250420,7360,5991,6270
20250420,7361,127,182
20250420,7362,341,438
20250420,7380,678,660
20250420,7390,428,466
20250421,0900,9612,8877
20250421,0910,1644,1672
20250421,0920,2746,2421
20250421,0930,7000,6908
20250421,0940,2900,2928
20250421,0950,2768,2222
20250421,0960,11739,12222
20250421,0970,14607,14929
20250421,0980,17746,18334
20250421,0990,20615,21206
20250421,1000,62948,63614
20250421,1010,5656,5509
20250421,1020,25102,25503
20250421,1030,4045,3989
20250421,1040,15253,15445
20250421,1050,1515,1498
20250421,1060,1828,1834
20250421,1070,9057,8980
20250421,1075,2056,2046
20250421,1080,26809,27465
20250421,1090,10957,10725
20250421,1100,22778,24051
20250421,1110,6520,6253
20250421,1120,5745,5321
20250421,1130,1868,1833
20250421,1140,437,440
20250421,1150,1154,1173
20250421,1160,3804,3789
20250421,1170,6034,6094
20250421,1180,7069,6753
20250421,1190,3438,3454
20250421,1191,359,374
20250421,1192,2074,2267
20250421,1193,846,917
20250421,1194,4022,3805
20250421,1201,81,86
20250421,1202,249,176
20250421,1203,605,569
20250421,1204,89,95
20250421,1205,36,39
20250421,1206,58,55
20250421,1207,5,79
20250421,1208,282,357
20250421,1210,19047,19689
20250421,1220,1716,1653
20250421,1230,747,685
20250421,1240,326,299
20250421,1250,9736,9542
20250421,2110,54,45
20250421,2120,74,73
20250421,2130,1362,1372
20250421,2140,23,31
20250421,2150,1439,1412
20250421,2160,75,71
20250421,2170,937,866
20250421,2180,1651,1514
20250421,2190,340,315
20250421,2200,2852,2644
20250421,2210,92,95
20250421,2220,1298,1212
20250421,2230,2559,2713
20250421,2240,508,448
20250421,2250,770,719
20250421,2260,1544,404
20250421,3140,414,390
20250421,3150,937,1070
20250421,3160,6053,5905
20250421,3170,188,193
20250421,3180,923,895
20250421,3190,843,818
20250421,3210,465,419
20250421,3220,2639,2599
20250421,3230,7435,7167
20250421,3240,1096,1020
20250421,3250,2441,2349
